10000010 10000783 0.86
10000012 10024848 0.86
10000012 10025081 0.86
10000012 10023966 0.86
10000012 10033903 0.86
10000012 10001127 0.87
10000012 10024223 0.86
10000026 10000142 0.86
10000026 10037071 0.87
10000026 10024422 0.86
10000026 10000517 0.87
10000026 10024368 0.89
10000026 10032474 0.87
10000026 10032805 0.87
10000026 10024304 0.89
10000026 10038113 0.86
10000026 10034084 0.87
10000026 10034353 0.87
10000026 10039054 0.87
10000026 10039858 0.87
10000026 10040154 0.86
10000034 10034343 0.86
10000034 10026159 0.86
10000055 10038525 0.86
10000055 10000091 0.87
10000055 10024164 0.86
10000055 10022075 0.86
10000059 10023586 0.87
10000059 10038014 0.86
10000059 10032904 0.86
10000059 10033707 0.86
10000091 10022075 0.86
10000091 10024164 0.86
10000127 10025014 0.86
10000142 10020176 0.87
10000142 10023966 0.86
10000142 10025081 0.87
10000142 10024223 0.87
10000142 10001127 0.86
10000142 10022339 0.87
10000142 10031941 0.88
10000142 10033903 0.88
10000142 10024848 0.87
10000147 10031173 0.86
10000152 10000163 0.86
10000152 10023370 0.86
10000163 10021175 0.86
10000163 10023370 0.86
10000163 10024409 0.86
10000226 10000540 0.86
10000242 10027661 0.86
10000266 10040147 0.87
10000403 10029333 0.86
10000403 10036127 0.87
10000403 10035578 0.86
10000403 10036169 0.86
10000403 10036318 0.87
10000403 10036410 0.87
10000403 10028846 0.88
10000403 10022591 0.86
10000403 10036587 0.88
10000403 10035119 0.87
10000403 10035091 0.87
10000403 10037071 0.87
10000403 10024703 0.86
10000403 10037095 0.86
10000403 10024047 0.86
10000403 10025022 0.87
10000403 10027893 0.88
10000403 10037589 0.88
10000403 10037653 0.90
10000403 10027529 0.88
10000403 10034450 0.86
10000403 10034385 0.87
10000403 10034356 0.87
10000403 10027425 0.86
10000403 10024304 0.86
10000403 10038590 0.86
10000403 10038660 0.86
10000403 10026444 0.87
10000403 10033764 0.86
10000403 10033562 0.87
10000403 10038855 0.86
10000403 10026003 0.89
10000403 10033350 0.87
10000403 10025806 0.87
10000403 10025468 0.86
10000403 10032868 0.86
10000403 10024822 0.86
10000403 10039793 0.86
10000403 10040873 0.86
10000403 10039799 0.86
10000403 10040147 0.87
10000403 10040615 0.86
10000403 10039421 0.86
10000416 10026411 0.86
10000416 10038425 0.86
10000439 10001692 0.86
10000446 10028960 0.86
10000480 10025081 0.86
10000480 10024848 0.86
10000517 10039858 0.87
10000517 10039054 0.87
10000517 10040154 0.86
10000517 10001274 0.86
10000517 10023360 0.86
10000517 10024047 0.86
10000517 10024304 0.87
10000517 10024368 0.88
10000517 10024422 0.86
10000517 10027893 0.86
10000517 10032805 0.86
10000517 10033903 0.86
10000517 10034084 0.87
10000517 10034353 0.87
10000517 10037071 0.87
10000517 10038113 0.87
10000540 10027529 0.86
10000540 10007893 0.87
10000540 10036231 0.86
10000540 10037071 0.86
10000540 10024575 0.87
10000738 10025494 0.86
10001066 10024274 0.87
10001127 10024848 0.87
10001127 10020176 0.86
10001127 10031941 0.86
10001127 10023966 0.86
10001127 10025081 0.87
10001127 10033903 0.87
10001127 10001935 0.86
10001127 10024223 0.86
10001217 10040180 0.87
10001217 10040631 0.86
10001217 10039177 0.86
10001217 10040243 0.88
10001217 10038836 0.86
10001217 10026689 0.86
10001217 10030923 0.86
10001217 10038682 0.86
10001217 10032043 0.86
10001217 10032062 0.87
10001217 10036567 0.86
10001217 10026171 0.87
10001217 10027186 0.86
10001217 10035412 0.86
10001274 10034353 0.86
10001274 10027893 0.88
10001274 10029307 0.88
10001274 10037071 0.86
10001274 10025800 0.88
10001274 10034084 0.87
10001274 10024304 0.86
10001274 10023360 0.89
10001274 10024368 0.86
10001274 10024422 0.87
10001274 10039698 0.86
10001274 10040356 0.87
10001335 10038107 0.86
10001335 10026689 0.86
10001393 10023793 0.86
10001409 10035683 0.86
10001500 10035862 0.86
10001500 10023793 0.86
10001692 10025689 0.87
10001922 10026396 0.87
10001935 10026210 0.86
10001935 10026171 0.86
10001935 10033903 0.87
10001935 10027923 0.86
10001935 10038836 0.86
10001935 10037096 0.86
10001935 10023966 0.86
10001935 10026689 0.86
10001935 10028383 0.86
10001935 10024848 0.87
10001935 10030923 0.86
10001935 10032062 0.87
10001935 10036532 0.87
10001935 10035343 0.86
10001935 10031941 0.86
10001935 10025831 0.86
10001935 10038682 0.86
10001935 10040180 0.88
10001935 10040243 0.86
10001935 10040631 0.86
10001935 10040686 0.86
10002537 10027529 0.86
10002537 10030966 0.86
10002537 10008238 0.88
10002537 10026444 0.86
10003763 10025701 0.86
10006096 10033111 0.86
10006096 10028750 0.87
10006096 10037211 0.86
10009104 10027989 0.86
10009104 10040398 0.86
10009868 10027923 0.86
10009868 10040587 0.87
10009868 10040685 0.86
10009868 10040180 0.86
10009868 10040584 0.86
10009868 10040585 0.86
10009868 10040391 0.87
10009868 10040631 0.86
10020173 10036587 0.86
10020176 10025081 0.86
10020176 10022339 0.87
10020176 10024848 0.86
10020176 10033903 0.87
10020176 10031941 0.87
10020219 10025081 0.86
10020219 10024848 0.86
10020219 10024223 0.86
10020219 10031941 0.86
10020764 10022861 0.86
10021223 10031888 0.86
10021233 10023370 0.86
10022075 10024164 0.86
10022097 10040180 0.87
10022097 10037096 0.86
10022097 10036532 0.86
10022097 10025399 0.86
10022097 10032062 0.86
10022098 10027529 0.87
10022098 10035119 0.86
10022098 10027425 0.86
10022098 10026233 0.87
10022098 10033878 0.89
10022098 10033764 0.87
10022098 10026780 0.86
10022301 10024368 0.87
10022301 10024304 0.86
10022339 10031941 0.86
10022591 10032768 0.88
10022591 10030606 0.86
10022598 10024400 0.87
10022598 10033564 0.87
10022598 10030237 0.88
10022740 10031849 0.86
10022740 10027239 0.86
10022740 10037071 0.86
10022740 10022822 0.86
10022740 10033340 0.87
10022861 10023683 0.86
10022861 10023135 0.86
10022941 10025812 0.87
10022973 10028254 0.87
10023119 10025806 0.86
10023135 10023683 0.86
10023139 10035449 0.87
10023139 10030681 0.89
10023360 10025564 0.86
10023360 10036770 0.87
10023360 10034084 0.87
10023360 10037071 0.87
10023360 10024368 0.87
10023360 10038227 0.86
10023360 10024442 0.86
10023360 10034208 0.86
10023360 10036405 0.86
10023360 10029307 0.88
10023360 10024422 0.86
10023360 10035774 0.86
10023360 10026587 0.86
10023360 10033903 0.86
10023360 10027893 0.88
10023360 10025800 0.89
10023360 10024304 0.87
10023360 10034353 0.87
10023360 10040356 0.88
10023360 10039698 0.87
10023360 10040398 0.86
10023360 10039711 0.86
10023370 10024409 0.86
10023542 10040514 0.86
10023542 10033545 0.86
10023542 10036292 0.87
10023542 10035774 0.86
10023793 10036180 0.87
10023793 10035862 0.87
10023793 10037071 0.86
10023899 10034116 0.86
10023899 10032062 0.86
10023966 10031941 0.86
10023966 10024848 0.87
10023966 10025081 0.86
10023966 10033903 0.86
10023966 10024223 0.86
10024019 10040402 0.86
10024047 10032602 0.86
10024047 10024368 0.86
10024047 10027529 0.87
10024047 10037071 0.87
10024047 10024304 0.87
10024047 10036587 0.86
10024047 10034084 0.86
10024047 10036405 0.86
10024047 10027893 0.86
10024047 10034353 0.86
