10000026	10024304	0.8814013128614858
10000026	10024368	0.8829831429744385
10000403	10026003	0.8918702742750676
10000403	10037653	0.9010825131089977
10001274	10023360	0.8813395906573693
10022098	10033878	0.8851461560385503
10022591	10032768	0.8802431787786695
10023139	10030681	0.8852030488883377
10023360	10025800	0.8874270572393053
10024304	10040154	0.8843268125567514
10024304	10024368	0.8990862895804005
10024304	10032805	0.8844831224823406
10024304	10034084	0.8854272992217678
10024304	10039858	0.8846013599199916
10024304	10032474	0.8806840305597368
10024304	10037071	0.8897270389637282
10024304	10034353	0.8906042621753726
10024368	10032805	0.8812357611993515
10024368	10037071	0.8822884935717333
10024368	10034084	0.8818586752107163
10024368	10034353	0.8856313466942762
10024422	10034084	0.8844603289628019
10025016	10031476	0.8994534234790572
10025806	10033350	0.8926419753543896
10026003	10037653	0.8812173047392349
10026233	10026780	0.8887923624567696
10026233	10033764	0.8812580151139039
10026444	10037071	0.8894790091642574
10026444	10027529	0.8802338190384489
10026689	10031888	0.886016842729812
10027425	10027529	0.8884203850429067
10027529	10036221	0.8821870797787238
10027529	10035119	0.8971046730677251
10027529	10033764	0.8936072972823652
10027893	10040356	0.880176615965793
10027893	10034353	0.8815119448527761
10027893	10029307	0.8866222332722096
10027893	10037071	0.8828300650549822
10031941	10033903	0.8836343828984932
10032062	10040180	0.8883093917488691
10032805	10040154	0.8846218392274227
10033764	10035119	0.8878903271169465
10034084	10034353	0.8810844643030143
10034353	10040154	0.8868808351475863
10034353	10036770	0.8823419016310724
10034353	10037071	0.8901686618644444
10034450	10036587	0.8802716917175923
10035412	10040243	0.8817133728669831
10036770	10038227	0.8820046511271351
10036770	10037071	0.8880100441899673
10037374	10038227	0.8801569499346551
10037544	10040147	0.8899695587995832
10038227	10039711	0.8916445418405979
10040398	10040597	0.8866763784237423
10040496	10040624	0.8843188561278352
10040597	10040646	0.8852186683734076
10040680	10040709	0.8834197892987415
